ward,ward_jp,floor_area_sqm,num_rooms,building_age_years,floor_number,total_floors,distance_to_station_min,building_type,direction,has_parking,has_balcony,has_security,is_corner_unit,transaction_year,transaction_month,price_man_yen,price_per_sqm,area_per_room,relative_floor,station_category,age_category,amenity_score
bunkyo,文京区,56.9,3,28.4,11,14,19.0,타워맨션,남서,1,1,0,0,2023,1,6630,116.52021089630932,18.966666666666665,0.7857142857142857,원거리,중고,3
arakawa,荒川区,62.2,3,50.6,5,7,3.0,맨션,서,0,1,0,0,2023,10,2580,41.47909967845659,20.733333333333334,0.7142857142857143,역세권,노후,1
shinagawa,品川区,56.4,2,15.8,14,18,6.5,아파트,남동,1,0,0,0,2023,12,7280,129.07801418439718,28.2,0.7777777777777778,도보권,중고,2
minato,港区,35.0,1,23.6,12,16,16.3,타워맨션,남동,0,1,1,0,2024,12,7150,204.28571428571428,35.0,0.75,원거리,중고,3
setagaya,世田谷区,23.4,1,37.2,5,6,2.3,타워맨션,남,0,1,0,0,2024,4,2750,117.52136752136752,23.4,0.8333333333333334,역세권,노후,1
bunkyo,文京区,50.3,3,13.5,6,17,8.7,타워맨션,남,0,0,1,0,2023,2,8510,169.18489065606363,16.766666666666666,0.35294117647058826,버스권,준신축,2
adachi,足立区,39.9,2,2.0,4,10,25.2,타워맨션,동,0,0,1,0,2025,11,2980,74.68671679197995,19.95,0.4,원거리,신축,2
koto,江東区,20.0,1,8.5,6,12,9.0,맨션,남동,0,1,0,0,2024,10,2120,106.0,20.0,0.5,버스권,준신축,1
chuo,中央区,20.0,1,27.9,12,12,1.0,아파트,북,0,0,1,1,2021,2,3080,154.0,20.0,1.0,역세권,중고,3
shinagawa,品川区,31.9,2,8.2,9,16,8.5,빌라,남,1,1,0,0,2023,4,3510,110.03134796238245,15.95,0.5625,버스권,준신축,3
nakano,中野区,81.5,4,0.4,9,15,2.6,맨션,북서,0,1,1,0,2025,11,12000,147.23926380368098,20.375,0.6,역세권,신축,3
ota,大田区,66.4,4,6.6,11,15,7.8,맨션,서,0,1,1,0,2021,8,6310,95.0301204819277,16.6,0.7333333333333333,버스권,준신축,3
chiyoda,千代田区,60.3,3,17.8,3,19,10.7,빌라,남동,0,0,0,0,2024,1,8690,144.1127694859038,20.099999999999998,0.15789473684210525,버스권,중고,0
chiyoda,千代田区,51.3,2,3.2,2,4,5.0,타워맨션,남동,1,1,0,0,2021,2,12890,251.26705653021443,25.65,0.5,도보권,신축,3
sumida,墨田区,88.3,5,25.0,6,8,9.0,맨션,남동,0,1,0,0,2021,10,6000,67.95016987542469,17.66,0.75,버스권,중고,1
edogawa,江戸川区,61.5,3,3.7,6,15,6.3,타워맨션,남동,0,1,0,1,2025,7,5030,81.78861788617886,20.5,0.4,도보권,신축,2
shinagawa,品川区,75.1,4,10.6,1,13,5.2,빌라,북서,0,1,1,0,2021,12,7890,105.05992010652464,18.775,0.07692307692307693,도보권,준신축,3
toshima,豊島区,76.9,4,2.1,4,18,8.9,맨션,북,1,1,1,1,2022,5,10820,140.70221066319894,19.225,0.2222222222222222,버스권,신축,6
suginami,杉並区,77.2,3,5.6,10,16,9.8,타워맨션,남서,0,1,0,0,2024,9,10250,132.7720207253886,25.733333333333334,0.625,버스권,준신축,1
itabashi,板橋区,72.0,3,5.4,1,6,8.2,타워맨션,남,1,1,0,0,2021,6,7800,108.33333333333333,24.0,0.16666666666666666,버스권,준신축,3
chiyoda,千代田区,123.0,6,41.6,8,10,1.0,타워맨션,남,0,0,1,0,2023,7,21860,177.72357723577235,20.5,0.8,역세권,노후,2
chiyoda,千代田区,22.4,1,41.5,11,14,3.6,맨션,북동,0,0,0,0,2023,9,2570,114.73214285714286,22.4,0.7857142857142857,도보권,노후,0
chiyoda,千代田区,49.4,3,4.6,2,14,13.0,아파트,남서,1,0,0,0,2022,12,8640,174.8987854251012,16.466666666666665,0.14285714285714285,버스권,신축,2
shinagawa,品川区,100.0,5,14.0,9,14,10.3,아파트,남서,0,1,0,1,2022,12,13520,135.2,20.0,0.6428571428571429,버스권,준신축,2
meguro,目黒区,72.4,3,23.6,7,18,2.1,맨션,남서,0,1,0,1,2025,6,11380,157.18232044198894,24.133333333333336,0.3888888888888889,역세권,중고,2
nakano,中野区,52.3,2,1.9,3,15,14.1,아파트,남,0,0,0,0,2021,6,4380,83.74760994263863,26.15,0.2,버스권,신축,0
kita,北区,37.6,1,10.5,13,14,15.8,맨션,남,0,1,0,0,2024,11,2970,78.98936170212765,37.6,0.9285714285714286,원거리,준신축,1
shibuya,渋谷区,46.4,3,21.8,12,16,1.0,타워맨션,남,0,1,1,0,2024,9,12070,260.1293103448276,15.466666666666667,0.75,역세권,중고,3
itabashi,板橋区,48.6,2,11.6,3,15,5.6,맨션,동,0,1,1,0,2021,3,3620,74.48559670781893,24.3,0.2,도보권,준신축,3
shibuya,渋谷区,34.0,1,14.0,2,5,3.6,아파트,남,0,1,0,1,2024,4,5690,167.35294117647058,34.0,0.4,도보권,준신축,2
shibuya,渋谷区,81.4,4,20.2,10,12,1.1,맨션,서,0,1,1,0,2025,9,19180,235.6265356265356,20.35,0.8333333333333334,역세권,중고,3
chiyoda,千代田区,33.1,1,55.8,6,19,9.8,아파트,남동,0,1,1,0,2022,8,3300,99.69788519637461,33.1,0.3157894736842105,버스권,노후,3
shinagawa,品川区,106.4,4,18.0,12,16,5.2,아파트,남서,1,0,1,0,2021,5,14400,135.33834586466165,26.6,0.75,도보권,중고,4
chuo,中央区,50.7,3,28.0,8,9,3.0,빌라,남,0,1,1,0,2023,11,6580,129.78303747534517,16.900000000000002,0.8888888888888888,역세권,중고,3
chiyoda,千代田区,87.1,3,18.0,4,12,1.6,맨션,북서,1,1,0,0,2023,11,20420,234.44316877152698,29.03333333333333,0.3333333333333333,역세권,중고,3
suginami,杉並区,52.0,3,16.6,6,11,3.6,맨션,남,1,1,0,0,2025,4,7160,137.69230769230768,17.333333333333332,0.5454545454545454,도보권,중고,3
minato,港区,105.0,5,0.8,9,14,5.4,빌라,남서,0,1,0,1,2022,1,24400,232.38095238095238,21.0,0.6428571428571429,도보권,신축,2
bunkyo,文京区,139.6,6,5.8,7,11,6.7,맨션,남,0,1,1,0,2022,10,18380,131.66189111747852,23.266666666666666,0.6363636363636364,도보권,준신축,3
shinjuku,新宿区,55.9,2,2.3,4,13,3.3,맨션,남서,0,0,1,1,2023,8,9190,164.40071556350625,27.95,0.3076923076923077,도보권,신축,3
chuo,中央区,75.3,3,12.5,10,11,1.0,빌라,북서,0,1,0,0,2023,4,12370,164.27622841965473,25.099999999999998,0.9090909090909091,역세권,준신축,1
shibuya,渋谷区,45.7,2,17.4,11,11,5.0,아파트,서,1,1,0,0,2025,10,7580,165.86433260393872,22.85,1.0,도보권,중고,3
shinjuku,新宿区,46.0,2,6.0,13,13,1.6,맨션,남,0,0,1,0,2023,2,9100,197.82608695652175,23.0,1.0,역세권,준신축,2
minato,港区,40.1,2,4.6,11,14,2.5,맨션,남,1,1,1,0,2025,9,17700,441.3965087281795,20.05,0.7857142857142857,역세권,신축,5
chuo,中央区,63.3,3,23.9,3,13,4.9,타워맨션,남서,0,0,0,0,2023,4,12730,201.10584518167457,21.099999999999998,0.23076923076923078,도보권,중고,0
taito,台東区,64.2,2,9.9,2,8,1.0,맨션,동,0,0,1,0,2024,2,7950,123.83177570093457,32.1,0.25,역세권,준신축,2
chiyoda,千代田区,78.2,3,25.1,14,15,1.0,맨션,남,0,1,1,1,2021,2,18080,231.2020460358056,26.066666666666666,0.9333333333333333,역세권,중고,4
meguro,目黒区,74.6,3,21.5,12,13,1.0,아파트,서,1,1,0,0,2025,7,11510,154.28954423592495,24.866666666666664,0.9230769230769231,역세권,중고,3
shinagawa,品川区,41.3,2,17.9,11,15,7.7,빌라,남,0,0,0,0,2021,5,4020,97.3365617433414,20.65,0.7333333333333333,버스권,중고,0
taito,台東区,57.6,2,0.7,9,14,18.0,아파트,남서,0,1,0,0,2024,8,5550,96.35416666666666,28.8,0.6428571428571429,원거리,신축,1
setagaya,世田谷区,68.1,3,14.6,8,18,2.6,맨션,북동,1,0,1,0,2022,3,9340,137.15124816446402,22.7,0.4444444444444444,역세권,준신축,4
kita,北区,71.3,3,12.1,2,8,14.4,맨션,북서,0,1,1,0,2024,5,5410,75.8765778401122,23.766666666666666,0.25,버스권,준신축,3
chiyoda,千代田区,93.1,4,53.1,9,18,1.0,맨션,북서,0,1,0,1,2023,12,16400,176.1546723952739,23.275,0.5,역세권,노후,2
kita,北区,86.1,3,12.6,12,15,13.9,맨션,북동,1,1,0,0,2024,12,7660,88.96631823461092,28.7,0.8,버스권,준신축,3
kita,北区,94.4,5,4.4,1,13,15.8,맨션,동,0,0,0,0,2022,5,6200,65.6779661016949,18.880000000000003,0.07692307692307693,원거리,신축,0
shibuya,渋谷区,64.5,2,9.1,6,6,10.5,맨션,남동,0,1,1,1,2024,10,11840,183.56589147286823,32.25,1.0,버스권,준신축,4
sumida,墨田区,20.0,1,13.6,11,13,8.6,아파트,남동,0,1,1,1,2023,7,1940,97.0,20.0,0.8461538461538461,버스권,준신축,4
itabashi,板橋区,50.2,2,17.8,12,19,30.0,아파트,동,0,1,1,0,2025,9,2830,56.37450199203187,25.1,0.631578947368421,원거리,중고,3
shinagawa,品川区,69.1,3,1.8,7,10,11.7,타워맨션,남,0,1,1,0,2024,7,15950,230.8248914616498,23.03333333333333,0.7,버스권,신축,3
toshima,豊島区,42.2,2,23.5,3,19,1.0,타워맨션,서,0,0,0,0,2022,1,5150,122.03791469194312,21.1,0.15789473684210525,역세권,중고,0
suginami,杉並区,37.7,1,30.3,2,19,2.7,아파트,남동,1,1,1,0,2025,6,3860,102.38726790450927,37.7,0.10526315789473684,역세권,노후,5
shibuya,渋谷区,92.5,3,23.9,10,14,2.9,타워맨션,북,0,0,0,0,2024,3,20330,219.78378378378378,30.833333333333332,0.7142857142857143,역세권,중고,0
chuo,中央区,39.3,2,13.8,5,8,2.5,맨션,남동,0,1,0,0,2023,11,8100,206.10687022900765,19.65,0.625,역세권,준신축,1
arakawa,荒川区,27.8,1,9.5,6,17,30.0,빌라,남동,0,1,0,0,2023,5,1300,46.76258992805755,27.8,0.35294117647058826,원거리,준신축,1
chiyoda,千代田区,83.6,4,1.5,6,18,10.5,맨션,남서,0,1,1,1,2022,2,20290,242.70334928229667,20.9,0.3333333333333333,버스권,신축,4
toshima,豊島区,91.0,4,5.6,6,16,8.3,아파트,동,0,0,0,1,2023,10,10590,116.37362637362638,22.75,0.375,버스권,준신축,1
toshima,豊島区,46.7,1,15.2,1,15,4.6,아파트,동,0,1,1,0,2022,4,4530,97.00214132762312,46.7,0.06666666666666667,도보권,중고,3
minato,港区,57.4,2,19.6,10,16,1.0,아파트,남동,1,1,1,0,2025,6,17060,297.21254355400697,28.7,0.625,역세권,중고,5
shibuya,渋谷区,77.4,3,9.2,11,16,1.0,빌라,남서,1,1,1,0,2022,9,18210,235.27131782945736,25.8,0.6875,역세권,준신축,5
sumida,墨田区,87.0,4,13.3,5,9,3.9,아파트,북서,0,0,0,0,2025,3,6720,77.24137931034483,21.75,0.5555555555555556,도보권,준신축,0
chuo,中央区,66.4,2,58.5,10,11,9.8,맨션,남동,0,1,0,0,2025,2,6780,102.10843373493975,33.2,0.9090909090909091,버스권,노후,1
toshima,豊島区,63.2,3,12.5,13,14,11.3,맨션,북동,1,0,1,1,2023,7,8450,133.70253164556962,21.066666666666666,0.9285714285714286,버스권,준신축,5
sumida,墨田区,53.1,2,3.4,7,13,2.3,아파트,북동,0,0,0,0,2025,3,5410,101.88323917137477,26.55,0.5384615384615384,역세권,신축,0
minato,港区,103.9,5,8.6,10,11,16.8,아파트,동,0,1,1,0,2025,2,22750,218.96053897978825,20.78,0.9090909090909091,원거리,준신축,3
chuo,中央区,95.1,4,10.4,2,15,8.8,맨션,남,0,0,0,0,2020,12,14540,152.89169295478445,23.775,0.13333333333333333,버스권,준신축,0
minato,港区,50.8,2,1.3,10,10,6.1,타워맨션,북서,1,1,1,1,2023,7,24050,473.4251968503937,25.4,1.0,도보권,신축,6
minato,港区,70.3,3,2.4,10,17,2.4,아파트,남동,0,0,1,0,2023,6,23060,328.022759601707,23.433333333333334,0.5882352941176471,역세권,신축,2
meguro,目黒区,106.7,5,10.0,9,9,10.4,타워맨션,북,1,1,0,1,2021,12,21920,205.43580131208998,21.34,1.0,버스권,준신축,4
shinjuku,新宿区,33.0,2,8.1,13,16,11.1,타워맨션,북,1,1,1,0,2025,11,7460,226.06060606060606,16.5,0.8125,버스권,준신축,5
arakawa,荒川区,20.0,1,19.6,1,1,2.2,아파트,서,0,1,1,0,2021,2,1230,61.5,20.0,1.0,역세권,중고,3
meguro,目黒区,36.2,2,18.4,7,9,1.0,아파트,동,1,1,0,0,2022,9,5260,145.3038674033149,18.1,0.7777777777777778,역세권,중고,3
koto,江東区,40.7,1,18.2,7,15,12.0,타워맨션,남,0,1,0,0,2022,4,3870,95.08599508599508,40.7,0.4666666666666667,버스권,중고,1
minato,港区,59.6,3,4.3,6,14,9.7,맨션,남서,0,1,1,0,2021,5,14030,235.40268456375838,19.866666666666667,0.42857142857142855,버스권,신축,3
nakano,中野区,50.2,2,0.2,8,12,1.0,아파트,남서,0,1,0,0,2021,4,6220,123.90438247011951,25.1,0.6666666666666666,역세권,신축,1
meguro,目黒区,90.3,3,25.2,10,13,20.0,아파트,남,0,1,0,0,2021,5,8810,97.56367663344408,30.099999999999998,0.7692307692307693,원거리,중고,1
shinagawa,品川区,67.4,3,39.0,7,10,2.1,맨션,동,0,0,1,1,2024,7,7460,110.68249258160236,22.46666666666667,0.7,역세권,노후,3
shinagawa,品川区,60.6,2,8.2,13,15,1.1,아파트,서,0,1,0,0,2023,12,8380,138.2838283828383,30.3,0.8666666666666667,역세권,준신축,1
chiyoda,千代田区,32.3,1,17.9,11,18,15.5,타워맨션,남동,0,0,0,1,2021,4,6070,187.92569659442725,32.3,0.6111111111111112,원거리,중고,1
minato,港区,28.0,1,1.6,1,9,1.0,아파트,남동,0,1,1,0,2022,8,8590,306.7857142857143,28.0,0.1111111111111111,역세권,신축,3
nakano,中野区,50.9,2,52.2,11,14,3.7,맨션,남,0,1,1,0,2022,3,3160,62.082514734774065,25.45,0.7857142857142857,도보권,노후,3
minato,港区,63.3,3,14.2,9,13,7.4,맨션,서,1,1,0,0,2021,12,12740,201.26382306477095,21.099999999999998,0.6923076923076923,버스권,준신축,3
nakano,中野区,103.5,5,1.0,1,10,3.8,아파트,북서,0,0,1,0,2024,1,10370,100.19323671497584,20.7,0.1,도보권,신축,2
nakano,中野区,53.6,2,29.7,4,9,28.7,아파트,북서,0,1,0,0,2024,12,2900,54.1044776119403,26.8,0.4444444444444444,원거리,중고,1
nakano,中野区,50.8,2,3.2,3,5,5.4,빌라,남,1,0,1,0,2025,5,5290,104.13385826771655,25.4,0.6,도보권,신축,4
sumida,墨田区,55.3,3,27.0,11,18,1.0,타워맨션,남,0,1,0,0,2021,8,5660,102.35081374321881,18.433333333333334,0.6111111111111112,역세권,중고,1
sumida,墨田区,134.1,6,34.7,10,15,10.7,아파트,동,1,1,0,0,2025,8,9030,67.33780760626398,22.349999999999998,0.6666666666666666,버스권,노후,3
shinagawa,品川区,48.5,3,52.2,2,15,9.9,아파트,북동,1,0,0,0,2024,1,3580,73.81443298969072,16.166666666666668,0.13333333333333333,버스권,노후,2
shibuya,渋谷区,83.4,3,38.0,5,17,1.0,맨션,남,0,1,1,0,2025,7,13400,160.6714628297362,27.8,0.29411764705882354,역세권,노후,3
shinjuku,新宿区,41.7,2,3.2,13,15,30.0,맨션,남,0,1,1,0,2023,12,6790,162.82973621103116,20.85,0.8666666666666667,원거리,신축,3
chiyoda,千代田区,71.1,3,42.0,9,16,1.0,맨션,북,0,1,1,0,2024,6,10390,146.13220815752462,23.7,0.5625,역세권,노후,3
ota,大田区,56.0,3,1.6,3,9,5.7,맨션,서,0,1,0,1,2023,10,5400,96.42857142857143,18.666666666666668,0.3333333333333333,도보권,신축,2
shibuya,渋谷区,96.7,4,2.0,5,5,8.6,맨션,동,0,0,0,0,2024,1,17970,185.8324715615305,24.175,1.0,버스권,신축,0
ota,大田区,59.0,4,8.5,10,14,4.3,아파트,남동,0,1,1,0,2021,2,5090,86.27118644067797,14.75,0.7142857142857143,도보권,준신축,3
toshima,豊島区,49.9,2,20.4,2,13,11.0,아파트,북서,0,1,0,0,2021,10,3990,79.95991983967936,24.95,0.15384615384615385,버스권,중고,1
arakawa,荒川区,48.3,2,11.3,5,12,23.4,타워맨션,남서,1,1,1,0,2022,7,4390,90.89026915113872,24.15,0.4166666666666667,원거리,준신축,5
bunkyo,文京区,115.2,5,15.3,13,14,2.1,아파트,동,0,1,0,0,2022,10,12050,104.60069444444444,23.04,0.9285714285714286,역세권,중고,1
shibuya,渋谷区,42.3,1,16.4,2,10,1.8,아파트,서,0,1,0,0,2023,8,6960,164.5390070921986,42.3,0.2,역세권,중고,1
nakano,中野区,51.8,1,34.5,11,16,3.8,맨션,동,0,1,1,0,2023,8,3520,67.95366795366796,51.8,0.6875,도보권,노후,3
chuo,中央区,81.5,4,7.3,9,13,23.1,아파트,서,0,0,1,0,2022,10,11780,144.53987730061348,20.375,0.6923076923076923,원거리,준신축,2
ota,大田区,20.0,1,4.8,10,16,3.2,타워맨션,남,1,0,1,0,2021,1,2510,125.5,20.0,0.625,도보권,신축,4
adachi,足立区,60.0,3,0.7,12,14,2.3,빌라,남,0,0,0,0,2022,3,3340,55.666666666666664,20.0,0.8571428571428571,역세권,신축,0
shinagawa,品川区,62.0,3,21.0,1,2,2.4,타워맨션,동,0,1,0,0,2021,9,11030,177.90322580645162,20.666666666666668,0.5,역세권,중고,1
shibuya,渋谷区,86.0,3,0.9,6,10,10.6,아파트,남,0,1,0,0,2022,6,14770,171.74418604651163,28.666666666666668,0.6,버스권,신축,1
minato,港区,101.5,5,2.0,14,17,5.6,아파트,북동,0,1,1,0,2024,6,28320,279.01477832512313,20.3,0.8235294117647058,도보권,신축,3
koto,江東区,102.0,5,34.3,4,5,1.7,아파트,남,0,1,0,0,2024,8,8170,80.09803921568627,20.4,0.8,역세권,노후,1
itabashi,板橋区,77.9,3,27.9,13,18,14.0,아파트,남동,0,1,0,1,2021,3,4090,52.50320924261874,25.96666666666667,0.7222222222222222,버스권,중고,2
nakano,中野区,38.1,2,5.0,6,9,1.0,아파트,북동,1,1,1,0,2021,10,4370,114.69816272965879,19.05,0.6666666666666666,역세권,신축,5
nakano,中野区,79.5,3,29.1,8,11,6.2,아파트,동,1,1,1,0,2023,8,6710,84.40251572327044,26.5,0.7272727272727273,도보권,중고,5
ota,大田区,67.1,2,7.2,6,19,11.0,아파트,남,0,1,0,0,2024,2,6230,92.84649776453055,33.55,0.3157894736842105,버스권,준신축,1
chuo,中央区,72.4,2,7.7,13,13,28.5,타워맨션,남,0,0,0,0,2024,12,14140,195.3038674033149,36.2,1.0,원거리,준신축,0
chuo,中央区,44.0,2,11.4,1,10,1.0,아파트,남동,1,0,0,0,2024,11,10500,238.63636363636363,22.0,0.1,역세권,준신축,2
shinagawa,品川区,81.0,3,9.6,8,13,10.9,빌라,서,0,0,1,0,2022,2,9330,115.18518518518519,27.0,0.6153846153846154,버스권,준신축,2
ota,大田区,61.1,2,1.7,1,7,7.0,맨션,남,0,0,1,0,2023,3,6290,102.94599018003274,30.55,0.14285714285714285,도보권,신축,2
meguro,目黒区,76.3,4,4.0,9,19,9.4,빌라,서,0,1,0,0,2021,5,10200,133.68283093053736,19.075,0.47368421052631576,버스권,신축,1
arakawa,荒川区,72.8,3,3.8,8,19,5.0,빌라,남동,0,1,1,1,2022,8,5830,80.08241758241759,24.266666666666666,0.42105263157894735,도보권,신축,4
sumida,墨田区,54.0,2,3.5,12,19,10.8,타워맨션,남서,1,0,1,1,2024,7,9100,168.5185185185185,27.0,0.631578947368421,버스권,신축,5
shibuya,渋谷区,46.4,2,6.4,10,18,11.8,아파트,남,1,1,0,0,2025,8,10370,223.49137931034483,23.2,0.5555555555555556,버스권,준신축,3
katsushika,葛飾区,69.8,3,6.7,7,8,5.0,맨션,남동,0,1,1,0,2022,3,4970,71.20343839541547,23.266666666666666,0.875,도보권,준신축,3
ota,大田区,78.0,4,7.3,4,12,17.5,맨션,남동,0,1,1,0,2021,3,6000,76.92307692307692,19.5,0.3333333333333333,원거리,준신축,3
bunkyo,文京区,63.2,3,5.2,4,9,1.5,타워맨션,북동,1,1,0,0,2025,5,13310,210.6012658227848,21.066666666666666,0.4444444444444444,역세권,준신축,3
minato,港区,76.3,3,2.1,14,15,1.0,빌라,남서,0,1,0,0,2024,1,23980,314.2857142857143,25.433333333333334,0.9333333333333333,역세권,신축,1
sumida,墨田区,108.5,5,15.0,1,6,4.7,타워맨션,남서,0,0,0,0,2024,1,11450,105.52995391705069,21.7,0.16666666666666666,도보권,준신축,0
meguro,目黒区,67.0,3,5.7,7,14,14.3,맨션,남,1,1,0,0,2023,3,12730,190.0,22.333333333333332,0.5,버스권,준신축,3
nakano,中野区,64.6,3,3.5,14,19,1.7,맨션,남서,1,1,1,0,2024,1,9960,154.17956656346752,21.53333333333333,0.7368421052631579,역세권,신축,5
setagaya,世田谷区,51.7,2,2.5,10,16,2.2,아파트,남,0,0,1,0,2025,5,8030,155.3191489361702,25.85,0.625,역세권,신축,2
arakawa,荒川区,57.7,2,12.5,13,14,7.1,아파트,남동,1,0,1,0,2021,4,4600,79.72270363951473,28.85,0.9285714285714286,버스권,준신축,4
shibuya,渋谷区,34.5,1,7.8,11,15,3.4,빌라,남동,0,1,0,0,2024,9,6550,189.85507246376812,34.5,0.7333333333333333,도보권,준신축,1
edogawa,江戸川区,69.2,3,5.5,13,15,1.0,타워맨션,남,0,1,1,0,2021,8,5950,85.98265895953757,23.066666666666666,0.8666666666666667,역세권,준신축,3
suginami,杉並区,63.3,3,12.8,9,19,2.9,맨션,남동,1,0,1,0,2021,10,8010,126.54028436018957,21.099999999999998,0.47368421052631576,역세권,준신축,4
kita,北区,60.1,2,16.4,6,9,14.3,맨션,북동,0,1,0,0,2022,3,4470,74.37603993344426,30.05,0.6666666666666666,버스권,중고,1
suginami,杉並区,32.6,2,11.1,13,18,7.8,아파트,북,0,1,0,0,2021,7,2800,85.88957055214723,16.3,0.7222222222222222,버스권,준신축,1
meguro,目黒区,41.0,1,2.6,8,10,1.0,아파트,남서,0,1,0,0,2025,4,7260,177.0731707317073,41.0,0.8,역세권,신축,1
shibuya,渋谷区,100.1,4,0.7,5,12,11.1,아파트,북,0,1,1,0,2021,10,17170,171.52847152847153,25.025,0.4166666666666667,버스권,신축,3
sumida,墨田区,94.1,4,32.2,5,13,2.3,아파트,남동,0,1,1,1,2022,2,6210,65.99362380446334,23.525,0.38461538461538464,역세권,노후,4
sumida,墨田区,66.2,2,44.6,12,16,4.2,빌라,북,0,0,0,0,2023,2,2880,43.50453172205438,33.1,0.75,도보권,노후,0
toshima,豊島区,60.1,2,20.1,7,18,2.5,맨션,남동,0,0,1,0,2023,1,6940,115.47420965058237,30.05,0.3888888888888889,역세권,중고,2
shibuya,渋谷区,55.1,3,3.8,7,10,13.5,타워맨션,남,0,1,1,0,2022,2,14830,269.1470054446461,18.366666666666667,0.7,버스권,신축,3
kita,北区,45.6,1,5.6,4,14,24.1,맨션,북동,0,0,0,1,2021,4,2960,64.91228070175438,45.6,0.2857142857142857,원거리,준신축,1
ota,大田区,111.4,5,3.6,14,14,6.5,아파트,남서,0,1,1,1,2023,2,10860,97.48653500897666,22.28,1.0,도보권,신축,4
toshima,豊島区,61.8,2,4.0,12,17,9.0,맨션,남동,0,0,0,0,2021,9,6880,111.32686084142395,30.9,0.7058823529411765,버스권,신축,0
minato,港区,88.8,3,60.0,10,12,2.4,맨션,남서,1,1,0,0,2023,11,17910,201.6891891891892,29.599999999999998,0.8333333333333334,역세권,노후,3
ota,大田区,70.0,3,8.6,4,10,10.4,빌라,남서,0,0,1,0,2023,7,4690,67.0,23.333333333333332,0.4,버스권,준신축,2
toshima,豊島区,66.9,4,10.4,7,19,2.9,맨션,남,0,1,0,0,2023,10,10560,157.84753363228697,16.725,0.3684210526315789,역세권,준신축,1
ota,大田区,71.4,3,37.1,14,16,21.1,아파트,남서,0,0,0,0,2023,2,3120,43.69747899159663,23.8,0.875,원거리,노후,0
edogawa,江戸川区,75.0,3,15.7,12,15,1.6,아파트,남,0,1,1,0,2022,6,4850,64.66666666666667,25.0,0.8,역세권,중고,3
ota,大田区,56.4,3,6.2,11,14,17.9,맨션,남동,0,0,0,0,2022,7,3940,69.8581560283688,18.8,0.7857142857142857,원거리,준신축,0
itabashi,板橋区,87.7,3,1.0,13,13,8.1,아파트,북서,0,1,0,0,2022,4,5860,66.81870011402508,29.233333333333334,1.0,버스권,신축,1
shibuya,渋谷区,112.0,6,29.1,2,19,11.4,아파트,남,0,0,1,1,2022,5,14320,127.85714285714286,18.666666666666668,0.10526315789473684,버스권,중고,3
edogawa,江戸川区,20.0,1,0.2,4,12,15.2,맨션,남,0,0,0,0,2022,12,1260,63.0,20.0,0.3333333333333333,원거리,신축,0
nakano,中野区,52.0,2,60.0,8,14,17.6,빌라,동,0,1,0,0,2024,11,1900,36.53846153846154,26.0,0.5714285714285714,원거리,노후,1
suginami,杉並区,43.7,2,1.3,3,16,6.8,타워맨션,남,0,1,1,0,2024,3,7370,168.64988558352402,21.85,0.1875,도보권,신축,3
nerima,練馬区,43.1,2,8.5,4,19,1.0,타워맨션,동,1,1,1,0,2022,3,4570,106.03248259860788,21.55,0.21052631578947367,역세권,준신축,5
katsushika,葛飾区,43.4,2,9.6,14,17,3.8,아파트,서,1,1,1,0,2021,11,2640,60.82949308755761,21.7,0.8235294117647058,도보권,준신축,5
kita,北区,97.4,4,9.2,5,17,4.5,아파트,북,1,1,0,1,2023,10,7040,72.27926078028747,24.35,0.29411764705882354,도보권,준신축,4
chuo,中央区,99.5,4,21.3,11,12,1.3,맨션,서,0,1,0,1,2022,1,20810,209.14572864321607,24.875,0.9166666666666666,역세권,중고,2
shibuya,渋谷区,63.9,3,3.1,14,18,4.9,타워맨션,북동,0,1,1,0,2024,11,18020,282.00312989045386,21.3,0.7777777777777778,도보권,신축,3
meguro,目黒区,80.6,3,42.4,12,13,12.1,아파트,동,0,1,0,1,2021,4,7080,87.84119106699752,26.866666666666664,0.9230769230769231,버스권,노후,2
minato,港区,28.1,1,39.4,11,18,13.0,아파트,남서,0,0,0,0,2024,10,3520,125.26690391459074,28.1,0.6111111111111112,버스권,노후,0
chuo,中央区,88.4,4,7.8,8,17,2.2,아파트,남동,0,1,1,0,2022,7,22840,258.3710407239819,22.1,0.47058823529411764,역세권,준신축,3
ota,大田区,23.0,1,4.1,14,16,15.4,맨션,남서,0,1,0,0,2025,6,2130,92.6086956521739,23.0,0.875,원거리,신축,1
bunkyo,文京区,65.1,2,17.0,8,8,1.6,맨션,서,0,0,1,0,2023,12,8840,135.79109062980032,32.55,1.0,역세권,중고,2
shibuya,渋谷区,60.1,3,4.4,10,18,7.7,맨션,남동,0,1,0,0,2025,11,11900,198.00332778702162,20.033333333333335,0.5555555555555556,버스권,신축,1
shinagawa,品川区,40.7,1,15.3,12,18,1.1,맨션,남서,0,0,0,0,2023,7,5810,142.75184275184273,40.7,0.6666666666666666,역세권,중고,0
koto,江東区,25.5,1,26.6,6,14,9.6,맨션,남,0,0,0,1,2022,12,1850,72.54901960784314,25.5,0.42857142857142855,버스권,중고,1
arakawa,荒川区,47.7,1,8.1,11,12,5.5,타워맨션,남서,0,1,0,0,2021,1,3720,77.9874213836478,47.7,0.9166666666666666,도보권,준신축,1
